County,Water Body,Site Name,Town,Range,Section,Species,Strain,Date,Number,Avg. Length
Marquette,Escanaba River ESCR @ IRON PIN PAS (44N 25W 16),ESCR @ IRON PIN PAS,44N,25W,16,Brown trout,Gilchrist Creek,2015,5500,6.02
Marquette,Escanaba River ESCR @ IRON PIN PAS (44N 25W 16),ESCR @ IRON PIN PAS,44N,25W,16,Brown trout,Gilchrist Creek,2016,4799,5.16
Marquette,Escanaba River ESCR @ IRON PIN PAS (44N 25W 16),ESCR @ IRON PIN PAS,44N,25W,16,Brown trout,Gilchrist Creek,2017,4855,5.04
Marquette,Escanaba River ESCR @ IRON PIN PAS (44N 25W 16),ESCR @ IRON PIN PAS,44N,25W,16,Brown trout,Gilchrist Creek,2018,5494,4.96
Marquette,Escanaba River ESCR @ IRON PIN PAS (44N 25W 16),ESCR @ IRON PIN PAS,44N,25W,16,Brown trout,Sturgeon River,2019,4999,5.26
Marquette,Escanaba River ESCR @ IRON PIN PAS (44N 25W 16),ESCR @ IRON PIN PAS,44N,25W,16,Brown trout,Sturgeon River,2020,15000,4.84
Marquette,Escanaba River ESCR @ IRON PIN PAS (44N 25W 16),ESCR @ IRON PIN PAS,44N,25W,16,Brown trout,Sturgeon River,2021,4750,4.72
Marquette,Escanaba River ESCR @ IRON PIN PAS (44N 25W 16),ESCR @ IRON PIN PAS,44N,25W,16,Brown trout,Sturgeon River,2022,5495,4.49
Marquette,Escanaba River ESCR IRON PIN RD (Section 9) (44N 25W 09),ESCR IRON PIN RD (Section 9),44N,25W,9,Brown trout,Gilchrist Creek,2012,11000,5.28
Marquette,Escanaba River ESCR IRON PIN RD (Section 9) (44N 25W 09),ESCR IRON PIN RD (Section 9),44N,25W,9,Brown trout,Gilchrist Creek,2014,5000,7.8
Marquette,Escanaba River ESCR IRON PIN RD (Section 9) (44N 25W 09),ESCR IRON PIN RD (Section 9),44N,25W,9,Brown trout,Gilchrist Creek,2014,5000,7.8
Marquette,Escanaba River ESCR IRON PIN RD (Section 9) (44N 25W 09),ESCR IRON PIN RD (Section 9),44N,25W,9,Brown trout,Gilchrist Creek,2015,11000,5.98
Marquette,Escanaba River ESCR IRON PIN RD (Section 9) (44N 25W 09),ESCR IRON PIN RD (Section 9),44N,25W,9,Brown trout,Gilchrist Creek,2016,9500,5.16
Marquette,Escanaba River ESCR IRON PIN RD (Section 9) (44N 25W 09),ESCR IRON PIN RD (Section 9),44N,25W,9,Brown trout,Gilchrist Creek,2017,10500,5.24
Marquette,Escanaba River ESCR IRON PIN RD (Section 9) (44N 25W 09),ESCR IRON PIN RD (Section 9),44N,25W,9,Brown trout,Gilchrist Creek,2018,11000,4.96
Marquette,Escanaba River ESCR IRON PIN RD (Section 9) (44N 25W 09),ESCR IRON PIN RD (Section 9),44N,25W,9,Brown trout,Sturgeon River,2019,10000,5.22
Marquette,Escanaba River ESCR IRON PIN RD (Section 9) (44N 25W 09),ESCR IRON PIN RD (Section 9),44N,25W,9,Brown trout,Sturgeon River,2021,9398,4.72
Marquette,Escanaba River ESCR IRON PIN RD (Section 9) (44N 25W 09),ESCR IRON PIN RD (Section 9),44N,25W,9,Brown trout,Sturgeon River,2022,10995,4.49
Marquette,Escanaba River ESCR SWIM HOLE CAMPGROUND (43N 24W 32),ESCR SWIM HOLE CAMPGROUND,43N,24W,32,Brown trout,Gilchrist Creek,2012,8250,5.2
Marquette,Escanaba River ESCR SWIM HOLE CAMPGROUND (43N 24W 32),ESCR SWIM HOLE CAMPGROUND,43N,24W,32,Brown trout,Gilchrist Creek,2013,7799,6.65
Marquette,Escanaba River ESCR SWIM HOLE CAMPGROUND (43N 24W 32),ESCR SWIM HOLE CAMPGROUND,43N,24W,32,Brown trout,Gilchrist Creek,2014,7499,3.98
Marquette,Escanaba River ESCR SWIM HOLE CAMPGROUND (43N 24W 32),ESCR SWIM HOLE CAMPGROUND,43N,24W,32,Brown trout,Gilchrist Creek,2015,8247,6.02
Marquette,Escanaba River ESCR SWIM HOLE CAMPGROUND (43N 24W 32),ESCR SWIM HOLE CAMPGROUND,43N,24W,32,Brown trout,Gilchrist Creek,2016,7200,5.16
Marquette,Escanaba River ESCR SWIM HOLE CAMPGROUND (43N 24W 32),ESCR SWIM HOLE CAMPGROUND,43N,24W,32,Brown trout,Gilchrist Creek,2017,7800,5.24
Marquette,Escanaba River ESCR SWIM HOLE CAMPGROUND (43N 24W 32),ESCR SWIM HOLE CAMPGROUND,43N,24W,32,Brown trout,Gilchrist Creek,2018,8250,4.96
Marquette,Escanaba River ESCR SWIM HOLE CAMPGROUND (43N 24W 32),ESCR SWIM HOLE CAMPGROUND,43N,24W,32,Brown trout,Gilchrist Creek,2018,8250,4.96
Marquette,Escanaba River ESCR SWIM HOLE CAMPGROUND (43N 24W 32),ESCR SWIM HOLE CAMPGROUND,43N,24W,32,Brown trout,Sturgeon River,2019,7500,5.13
Marquette,Escanaba River ESCR SWIM HOLE CAMPGROUND (43N 24W 32),ESCR SWIM HOLE CAMPGROUND,43N,24W,32,Brown trout,Sturgeon River,2021,7030,4.72
Marquette,Escanaba River ESCR SWIM HOLE CAMPGROUND (43N 24W 32),ESCR SWIM HOLE CAMPGROUND,43N,24W,32,Brown trout,Sturgeon River,2022,8245,4.49
Marquette,Escanaba River LITTLE WEST ROAD (43N 25W 03),LITTLE WEST ROAD,43N,25W,3,Brown trout,Gilchrist Creek,2012,8250,5.28
Marquette,Escanaba River LITTLE WEST ROAD (43N 25W 03),LITTLE WEST ROAD,43N,25W,3,Brown trout,Gilchrist Creek,2013,7792,6.61
Marquette,Escanaba River LITTLE WEST ROAD (43N 25W 03),LITTLE WEST ROAD,43N,25W,3,Brown trout,Gilchrist Creek,2014,7500,7.76
Marquette,Escanaba River LITTLE WEST ROAD (43N 25W 03),LITTLE WEST ROAD,43N,25W,3,Brown trout,Gilchrist Creek,2015,8248,6.02
Marquette,Escanaba River LITTLE WEST ROAD (43N 25W 03),LITTLE WEST ROAD,43N,25W,3,Brown trout,Gilchrist Creek,2016,7200,5.16
Marquette,Escanaba River LITTLE WEST ROAD (43N 25W 03),LITTLE WEST ROAD,43N,25W,3,Brown trout,Gilchrist Creek,2017,7800,5.24
Marquette,Escanaba River LITTLE WEST ROAD (43N 25W 03),LITTLE WEST ROAD,43N,25W,3,Brown trout,Sturgeon River,2019,7500,5.22
Marquette,Escanaba River LITTLE WEST ROAD (43N 25W 03),LITTLE WEST ROAD,43N,25W,3,Brown trout,Sturgeon River,2020,15000,4.84
Marquette,Escanaba River LITTLE WEST ROAD (43N 25W 03),LITTLE WEST ROAD,43N,25W,3,Brown trout,Sturgeon River,2021,7030,4.72
Marquette,Escanaba River LITTLE WEST ROAD (43N 25W 03),LITTLE WEST ROAD,43N,25W,3,Brown trout,Sturgeon River,2022,8138,4.49
Marquette,Fish Lake FISH LAKE (47N 29W 05),FISH LAKE                     ,47N,29W,5,Walleye,Bay De Noc,2012,4775,1.7
Marquette,Fish Lake FISH LAKE (47N 29W 05),FISH LAKE                     ,47N,29W,5,Walleye,Bay De Noc,2014,4675,1.6
Marquette,Fish Lake FISH LAKE (47N 29W 05),FISH LAKE                     ,47N,29W,5,Walleye,Bay De Noc,2016,4950,2.1
Marquette,Fish Lake FISH LAKE (47N 29W 05),FISH LAKE                     ,47N,29W,5,Walleye,Bay De Noc,2019,5260,1.75
Marquette,Fish Lake FISH LAKE (47N 29W 05),FISH LAKE                     ,47N,29W,5,Walleye,Bay De Noc,2021,10444,1.66
Marquette,Goose Lake GOOSE LAKE (47N 26W 24),GOOSE LAKE                    ,47N,26W,24,Walleye,Bay De Noc,2013,22000,2.05
Marquette,Goose Lake GOOSE LAKE (47N 26W 24),GOOSE LAKE                    ,47N,26W,24,Walleye,Bay De Noc,2016,25600,2.1
Marquette,Grid 1529 Middle Bay (48N 25W 02),Middle Bay,48N,25W,2,Brook trout,Tobin Harbor,2017,5000,5
Marquette,Grid 1529 Middle Bay (48N 25W 02),Middle Bay,48N,25W,2,Brook trout,Tobin Harbor,2018,7360,4.96
Marquette,Grid 1529 Middle Bay (48N 25W 02),Middle Bay,48N,25W,2,Brook trout,Tobin Harbor,2019,5000,6.18
Marquette,Grid 1529 Partridge Bay (45N 29W 33),Partridge Bay,45N,29W,33,Brook trout,Tobin Harbor,2020,5000,6.14
Marquette,Helen Lake Helen Lake (45N 29W 03),Helen Lake,45N,29W,3,Fathead minnow,,2021,80000,3
Marquette,Helen Lake Helen Lake (45N 29W 03),Helen Lake,45N,29W,3,Yellow Perch,,2021,200,6
Marquette,Howe Lake Howe Lake (52N 29W 23),Howe Lake,52N,29W,23,Brown trout,,2014,2000,8
Marquette,Howe Lake Howe Lake (52N 29W 23),Howe Lake,52N,29W,23,Brown trout,,2015,300,11
Marquette,Howe Lake Howe Lake (52N 29W 23),Howe Lake,52N,29W,23,Brown trout,,2016,300,9
Marquette,Howe Lake Howe Lake (52N 29W 23),Howe Lake,52N,29W,23,Brown trout,,2017,300,11.02
Marquette,Howe Lake Howe Lake (52N 29W 23),Howe Lake,52N,29W,23,Rainbow trout,,2015,200,11
Marquette,Howe Lake Howe Lake (52N 29W 23),Howe Lake,52N,29W,23,Rainbow trout,,2017,200,11.02
Marquette,Howe Lake Howe Lake (52N 29W 23),Howe Lake,52N,29W,23,Rainbow trout,,2019,200,10
Marquette,Howe Lake Howe Lake (52N 29W 23),Howe Lake,52N,29W,23,Rainbow trout,Gerrard Kamloops,2013,4100,8
Marquette,Howe Lake Howe Lake (52N 29W 23),Howe Lake,52N,29W,23,Rainbow trout,Gerrard Kamloops,2014,70,13.98
Marquette,Howe Lake Howe Lake (52N 29W 23),Howe Lake,52N,29W,23,Rainbow trout,Gerrard Kamloops,2016,200,9
Marquette,Howe Lake Howe Lake (52N 29W 23),Howe Lake,52N,29W,23,Rainbow trout,Gerrard Kamloops,2018,200,8.66
Marquette,Island Lake ISLAND LAKE (45N 30W 14),ISLAND LAKE                   ,45N,30W,14,Brook trout,Assinica,2012,950,6.1
Marquette,Island Lake ISLAND LAKE (45N 30W 14),ISLAND LAKE                   ,45N,30W,14,Brook trout,Assinica,2013,948,5.79
Marquette,Island Lake ISLAND LAKE (45N 30W 14),ISLAND LAKE                   ,45N,30W,14,Brook trout,Assinica,2014,950,5.39
Marquette,Island Lake ISLAND LAKE (45N 30W 14),ISLAND LAKE                   ,45N,30W,14,Brook trout,Assinica,2015,948,5.39
Marquette,Island Lake ISLAND LAKE (45N 30W 14),ISLAND LAKE                   ,45N,30W,14,Brook trout,Assinica,2016,950,6.06
Marquette,Island Lake ISLAND LAKE (45N 30W 14),ISLAND LAKE                   ,45N,30W,14,Brook trout,Assinica,2017,950,6.26
Marquette,Island Lake ISLAND LAKE (45N 30W 14),ISLAND LAKE                   ,45N,30W,14,Brook trout,Assinica,2018,950,5.59
Marquette,Island Lake ISLAND LAKE (45N 30W 14),ISLAND LAKE                   ,45N,30W,14,Brook trout,Assinica,2019,950,5.67
Marquette,Island Lake ISLAND LAKE (45N 30W 14),ISLAND LAKE                   ,45N,30W,14,Brook trout,Assinica,2020,950,5.51
Marquette,Island Lake ISLAND LAKE (45N 30W 14),ISLAND LAKE                   ,45N,30W,14,Brook trout,Assinica,2021,950,6.3
Marquette,Island Lake ISLAND LAKE (45N 30W 14),ISLAND LAKE                   ,45N,30W,14,Brook trout,Assinica,2022,950,5.87
Marquette,Ives Lake Ives Lake (51N 28W 03),Ives Lake,51N,28W,3,Rainbow trout,,2015,500,11
Marquette,Ives Lake Ives Lake (51N 28W 03),Ives Lake,51N,28W,3,Rainbow trout,Gerrard Kamloops,2014,1100,14
Marquette,Johnson Lake JOHNSON LAKE (45N 25W 27),JOHNSON LAKE                  ,45N,25W,27,Bluegill,,2016,810,4.5
Marquette,Just Lake JUST LAKE (45N 30W 25),JUST LAKE                     ,45N,30W,25,Brook trout,Assinica,2012,998,6.1
Marquette,Just Lake JUST LAKE (45N 30W 25),JUST LAKE                     ,45N,30W,25,Brook trout,Assinica,2013,1000,5.79
Marquette,Just Lake JUST LAKE (45N 30W 25),JUST LAKE                     ,45N,30W,25,Brook trout,Assinica,2014,1000,5.39
Marquette,Just Lake JUST LAKE (45N 30W 25),JUST LAKE                     ,45N,30W,25,Brook trout,Assinica,2015,998,5.39
Marquette,Just Lake JUST LAKE (45N 30W 25),JUST LAKE                     ,45N,30W,25,Brook trout,Assinica,2016,1000,6.06
Marquette,Just Lake JUST LAKE (45N 30W 25),JUST LAKE                     ,45N,30W,25,Brook trout,Assinica,2017,994,6.26
Marquette,Just Lake JUST LAKE (45N 30W 25),JUST LAKE                     ,45N,30W,25,Brook trout,Assinica,2018,1000,5.59
Marquette,Just Lake JUST LAKE (45N 30W 25),JUST LAKE                     ,45N,30W,25,Brook trout,Assinica,2019,1000,5.67
Marquette,Just Lake JUST LAKE (45N 30W 25),JUST LAKE                     ,45N,30W,25,Brook trout,Assinica,2020,1000,5.51
Marquette,Just Lake JUST LAKE (45N 30W 25),JUST LAKE                     ,45N,30W,25,Brook trout,Assinica,2021,1000,6.3
Marquette,Just Lake JUST LAKE (45N 30W 25),JUST LAKE                     ,45N,30W,25,Brook trout,Assinica,2022,1000,5.87
Marquette,Keyhole Lake-East KEYHOLE LAKE-EAST (49N 30W 24),KEYHOLE LAKE-EAST             ,49N,30W,24,Brook trout,Assinica,2012,524,5.98
Marquette,Keyhole Lake-East KEYHOLE LAKE-EAST (49N 30W 24),KEYHOLE LAKE-EAST             ,49N,30W,24,Brook trout,Assinica,2013,525,5.79
Marquette,Keyhole Lake-East KEYHOLE LAKE-EAST (49N 30W 24),KEYHOLE LAKE-EAST             ,49N,30W,24,Brook trout,Assinica,2014,525,5.51
Marquette,Lake Angeline ANGELINE LAKE (47N 27W 10),ANGELINE LAKE                 ,47N,27W,10,Brook trout,Assinica,2014,5975,8.74
Marquette,Lake Angeline ANGELINE LAKE (47N 27W 10),ANGELINE LAKE                 ,47N,27W,10,Brook trout,Assinica,2014,3461,8.74
Marquette,Lake Angeline ANGELINE LAKE (47N 27W 10),ANGELINE LAKE                 ,47N,27W,10,Brook trout,Assinica,2018,9428,8.94
Marquette,Lake Angeline ANGELINE LAKE (47N 27W 10),ANGELINE LAKE                 ,47N,27W,10,Brook trout,Assinica,2020,6273,7.72
Marquette,Lake Angeline ANGELINE LAKE (47N 27W 10),ANGELINE LAKE                 ,47N,27W,10,Brown trout,Gilchrist Creek,2015,4850,2.2
Marquette,Lake Angeline ANGELINE LAKE (47N 27W 10),ANGELINE LAKE                 ,47N,27W,10,Brown trout,Gilchrist Creek,2017,9495,5.33
Marquette,Lake Angeline ANGELINE LAKE (47N 27W 10),ANGELINE LAKE                 ,47N,27W,10,Brown trout,Gilchrist Creek,2019,570,5.08
Marquette,Lake Angeline ANGELINE LAKE (47N 27W 10),ANGELINE LAKE                 ,47N,27W,10,Brown trout,Wild Rose,2018,9988,7.17
Marquette,Lake Angeline ANGELINE LAKE (47N 27W 10),ANGELINE LAKE                 ,47N,27W,10,Lake trout,,2021,983,10
Marquette,Lake Angeline ANGELINE LAKE (47N 27W 10),ANGELINE LAKE                 ,47N,27W,10,Lake trout,Huron Island,2020,90,29
Marquette,Lake Angeline ANGELINE LAKE (47N 27W 10),ANGELINE LAKE                 ,47N,27W,10,Lake trout,Lake Superior,2018,350,16.54
Marquette,Lake Angeline ANGELINE LAKE (47N 27W 10),ANGELINE LAKE                 ,47N,27W,10,Rainbow trout,,2012,650,9.84
Marquette,Lake Angeline ANGELINE LAKE (47N 27W 10),ANGELINE LAKE                 ,47N,27W,10,Rainbow trout,Eagle Lake,2016,6555,6.93
Marquette,Lake Angeline ANGELINE LAKE (47N 27W 10),ANGELINE LAKE                 ,47N,27W,10,Rainbow trout,Eagle Lake,2017,9999,7.28
Marquette,Lake Angeline ANGELINE LAKE (47N 27W 10),ANGELINE LAKE                 ,47N,27W,10,Rainbow trout,Eagle Lake,2017,41678,3.46
Marquette,Lake Angeline ANGELINE LAKE (47N 27W 10),ANGELINE LAKE                 ,47N,27W,10,Rainbow trout,Eagle Lake,2018,9572,7.24
Marquette,Lake Angeline ANGELINE LAKE (47N 27W 10),ANGELINE LAKE                 ,47N,27W,10,Rainbow trout,Eagle Lake,2019,10000,7.36
Marquette,Lake Angeline ANGELINE LAKE (47N 27W 10),ANGELINE LAKE                 ,47N,27W,10,Rainbow trout,Eagle Lake,2021,10659,6.85
Marquette,Lake Angeline ANGELINE LAKE (47N 27W 10),ANGELINE LAKE                 ,47N,27W,10,Splake,Hybrid,2016,5871,8.54
Marquette,Lake Angeline ANGELINE LAKE (47N 27W 10),ANGELINE LAKE                 ,47N,27W,10,Splake,Hybrid,2016,4102,8.5
Marquette,Lake Angeline ANGELINE LAKE (47N 27W 10),ANGELINE LAKE                 ,47N,27W,10,Splake,Hybrid,2017,9985,7.4
Marquette,Lake Angeline ANGELINE LAKE (47N 27W 10),ANGELINE LAKE                 ,47N,27W,10,Splake,Hybrid,2019,8736,8.54
Marquette,Lake Angeline ANGELINE LAKE (47N 27W 10),ANGELINE LAKE                 ,47N,27W,10,Splake,Hybrid,2021,2995,8.39
Marquette,Lake Angeline ANGELINE LAKE (47N 27W 10),ANGELINE LAKE                 ,47N,27W,10,Splake,Hybrid,2021,7990,8.54
Marquette,Lake Angeline ANGELINE LAKE (47N 27W 10),ANGELINE LAKE                 ,47N,27W,10,Splake,Hybrid,2022,5000,7.87
Marquette,Lake Angeline ANGELINE LAKE (47N 27W 10),ANGELINE LAKE                 ,47N,27W,10,Splake,Hybrid,2022,4849,7.95
Marquette,Lake Angeline ANGELINE LAKE (47N 27W 10),ANGELINE LAKE                 ,47N,27W,10,Splake,Hybrid,2022,11187,8.82
Marquette,Lake Ann Lake Ann (52N 29W 25),Lake Ann,52N,29W,25,Brown trout,,2014,250,8
Marquette,Lake Ann Lake Ann (52N 29W 25),Lake Ann,52N,29W,25,Brown trout,,2015,150,11
Marquette,Lake Ann Lake Ann (52N 29W 25),Lake Ann,52N,29W,25,Brown trout,,2016,150,9
Marquette,Lake Ann Lake Ann (52N 29W 25),Lake Ann,52N,29W,25,Brown trout,,2017,150,11.02
Marquette,Lake Ann Lake Ann (52N 29W 25),Lake Ann,52N,29W,25,Rainbow trout,,2015,150,11
Marquette,Lake Ann Lake Ann (52N 29W 25),Lake Ann,52N,29W,25,Rainbow trout,,2017,150,11.02
Marquette,Lake Ann Lake Ann (52N 29W 25),Lake Ann,52N,29W,25,Rainbow trout,,2019,100,12.01
Marquette,Lake Ann Lake Ann (52N 29W 25),Lake Ann,52N,29W,25,Rainbow trout,Gerrard Kamloops,2013,500,8
Marquette,Lake Ann Lake Ann (52N 29W 25),Lake Ann,52N,29W,25,Rainbow trout,Gerrard Kamloops,2014,100,13.98
Marquette,Lake Ann Lake Ann (52N 29W 25),Lake Ann,52N,29W,25,Rainbow trout,Gerrard Kamloops,2016,150,9
Marquette,Lake Ann Lake Ann (52N 29W 25),Lake Ann,52N,29W,25,Rainbow trout,Gerrard Kamloops,2018,250,8.66
Marquette,Lake Arfelin ARFELIN LAKE (49N 30W 21),ARFELIN LAKE                  ,49N,30W,21,Brook trout,Assinica,2012,128,16.14
Marquette,Lake Arfelin ARFELIN LAKE (49N 30W 21),ARFELIN LAKE                  ,49N,30W,21,Brook trout,Assinica,2015,130,21.1
Marquette,Lake Arfelin ARFELIN LAKE (49N 30W 21),ARFELIN LAKE                  ,49N,30W,21,Brook trout,Assinica,2018,134,11.42
Marquette,Lake Arfelin ARFELIN LAKE (49N 30W 21),ARFELIN LAKE                  ,49N,30W,21,Brook trout,Assinica,2021,130,10.16
Marquette,Lake Arfelin ARFELIN LAKE (49N 30W 21),ARFELIN LAKE                  ,49N,30W,21,Lake trout,Seneca Lake,2012,130,24.59
Marquette,Lake Arfelin ARFELIN LAKE (49N 30W 21),ARFELIN LAKE                  ,49N,30W,21,Splake,Hybrid,2013,1663,8.66
Marquette,Lake Arfelin ARFELIN LAKE (49N 30W 21),ARFELIN LAKE                  ,49N,30W,21,Splake,Hybrid,2015,1600,8.62
Marquette,Lake Arfelin ARFELIN LAKE (49N 30W 21),ARFELIN LAKE                  ,49N,30W,21,Splake,Hybrid,2017,1663,8.03
Marquette,Lake Arfelin ARFELIN LAKE (49N 30W 21),ARFELIN LAKE                  ,49N,30W,21,Splake,Hybrid,2019,1655,8.54
Marquette,Lake Arfelin ARFELIN LAKE (49N 30W 21),ARFELIN LAKE                  ,49N,30W,21,Splake,Hybrid,2021,1665,7.95
Marquette,Lake Independence COUNTY PK. (51N 27W 15),COUNTY PK.                    ,51N,27W,15,Walleye,Bay De Noc,2013,9715,2.13
Marquette,Lake Independence COUNTY PK. (51N 27W 15),COUNTY PK.                    ,51N,27W,15,Walleye,Bay De Noc,2022,11240,1.6
Marquette,Lake Michigamme LAKE MICHIGAMME (48N 30W 25),LAKE MICHIGAMME               ,48N,30W,25,Muskellunge,Northern,2022,566,11.8
Marquette,Lake Michigamme LAKE MICHIGAMME (48N 30W 25),LAKE MICHIGAMME               ,48N,30W,25,Muskellunge,Northern,2022,434,12
Marquette,Lake Michigamme LAKE MICHIGAMME (48N 30W 27),LAKE MICHIGAMME               ,48N,30W,27,Muskellunge,Northern,2022,566,11.8
Marquette,Lake Michigamme LAKE MICHIGAMME (48N 30W 27),LAKE MICHIGAMME               ,48N,30W,27,Muskellunge,Northern,2022,433,12
Marquette,Lake Michigamme LAKE MICHIGAMME (48N 30W 27),LAKE MICHIGAMME               ,48N,30W,27,Splake,Hybrid,2021,7854,8.54
Marquette,Lake Michigamme LAKE MICHIGAMME (48N 30W 30),LAKE MICHIGAMME               ,48N,30W,30,Muskellunge,Northern,2022,566,11.8
Marquette,Lake Michigamme LAKE MICHIGAMME (48N 30W 30),LAKE MICHIGAMME               ,48N,30W,30,Muskellunge,Northern,2022,433,12
Marquette,Lake Superior MARQUETTE BAY-SPEARS COAL DOCK (48N 25W 23),MARQUETTE BAY-SPEARS COAL DOCK,48N,25W,23,Brook trout,Tobin Harbor,2016,5000,4.29
Marquette,Lake Superior MARQUETTE BAY-SPEARS COAL DOCK (48N 25W 23),MARQUETTE BAY-SPEARS COAL DOCK,48N,25W,23,Lake trout,Huron Island,2017,2500,6.68
Marquette,Lake Superior MARQUETTE BAY-SPEARS COAL DOCK (48N 25W 23),MARQUETTE BAY-SPEARS COAL DOCK,48N,25W,23,Lake trout,Huron Island,2018,2000,7.98
Marquette,Lake Superior MARQUETTE BAY-SPEARS COAL DOCK (48N 25W 23),MARQUETTE BAY-SPEARS COAL DOCK,48N,25W,23,Lake trout,Huron Island,2018,1211,7.48
Marquette,Lake Superior MARQUETTE BAY-SPEARS COAL DOCK (48N 25W 23),MARQUETTE BAY-SPEARS COAL DOCK,48N,25W,23,Lake trout,Klondike Reef,2013,126,31
Marquette,Lake Superior MARQUETTE BAY-SPEARS COAL DOCK (48N 25W 23),MARQUETTE BAY-SPEARS COAL DOCK,48N,25W,23,Lake trout,"Traverse Island,",2017,2503,6.68
Marquette,Lake Superior MARQUETTE BAY-SPEARS COAL DOCK (48N 25W 23),MARQUETTE BAY-SPEARS COAL DOCK,48N,25W,23,Splake,Hybrid,2012,8610,8.03
Marquette,Lake Superior MARQUETTE BAY-SPEARS COAL DOCK (48N 25W 23),MARQUETTE BAY-SPEARS COAL DOCK,48N,25W,23,Splake,Hybrid,2012,7221,8.03
Marquette,Lake Superior MARQUETTE BAY-SPEARS COAL DOCK (48N 25W 23),MARQUETTE BAY-SPEARS COAL DOCK,48N,25W,23,Splake,Hybrid,2012,3554,8.03
Marquette,Lake Superior MARQUETTE BAY-SPEARS COAL DOCK (48N 25W 23),MARQUETTE BAY-SPEARS COAL DOCK,48N,25W,23,Splake,Hybrid,2012,8607,8.03
Marquette,Lake Superior MARQUETTE BAY-SPEARS COAL DOCK (48N 25W 23),MARQUETTE BAY-SPEARS COAL DOCK,48N,25W,23,Splake,Hybrid,2013,10108,7.99
Marquette,Lake Superior MARQUETTE BAY-SPEARS COAL DOCK (48N 25W 23),MARQUETTE BAY-SPEARS COAL DOCK,48N,25W,23,Splake,Hybrid,2013,10108,7.99
Marquette,Lake Superior MARQUETTE BAY-SPEARS COAL DOCK (48N 25W 23),MARQUETTE BAY-SPEARS COAL DOCK,48N,25W,23,Splake,Hybrid,2013,4784,7.99
Marquette,Lake Superior MARQUETTE BAY-SPEARS COAL DOCK (48N 25W 23),MARQUETTE BAY-SPEARS COAL DOCK,48N,25W,23,Splake,Hybrid,2014,8615,8.58
Marquette,Lake Superior MARQUETTE BAY-SPEARS COAL DOCK (48N 25W 23),MARQUETTE BAY-SPEARS COAL DOCK,48N,25W,23,Splake,Hybrid,2014,8785,8.58
Marquette,Lake Superior MARQUETTE BAY-SPEARS COAL DOCK (48N 25W 23),MARQUETTE BAY-SPEARS COAL DOCK,48N,25W,23,Splake,Hybrid,2014,7520,8.58
Marquette,Lake Superior MARQUETTE BAY-SPEARS COAL DOCK (48N 25W 23),MARQUETTE BAY-SPEARS COAL DOCK,48N,25W,23,Splake,Hybrid,2015,6650,8.46
Marquette,Lake Superior MARQUETTE BAY-SPEARS COAL DOCK (48N 25W 23),MARQUETTE BAY-SPEARS COAL DOCK,48N,25W,23,Splake,Hybrid,2015,16660,8.46
Marquette,Lake Superior MARQUETTE BAY-SPEARS COAL DOCK (48N 25W 23),MARQUETTE BAY-SPEARS COAL DOCK,48N,25W,23,Splake,Hybrid,2016,1280,8.54
Marquette,Lake Superior MARQUETTE BAY-SPEARS COAL DOCK (48N 25W 23),MARQUETTE BAY-SPEARS COAL DOCK,48N,25W,23,Splake,Hybrid,2016,15855,8.54
Marquette,Lake Superior MARQUETTE BAY-SPEARS COAL DOCK (48N 25W 23),MARQUETTE BAY-SPEARS COAL DOCK,48N,25W,23,Splake,Hybrid,2016,7823,8.54
Marquette,Little Brocky Lake LITTLE BROCKY LAKE (48N 28W 05),LITTLE BROCKY LAKE            ,48N,28W,5,Brook trout,,2022,150,6.89
Marquette,Little Brocky Lake LITTLE BROCKY LAKE (48N 28W 05),LITTLE BROCKY LAKE            ,48N,28W,5,Brown trout,Gilchrist Creek,2012,360,5.08
Marquette,Little Brocky Lake LITTLE BROCKY LAKE (48N 28W 05),LITTLE BROCKY LAKE            ,48N,28W,5,Rainbow trout,Eagle Lake,2012,648,7.32
Marquette,Little Brocky Lake LITTLE BROCKY LAKE (48N 28W 05),LITTLE BROCKY LAKE            ,48N,28W,5,Rainbow trout,Eagle Lake,2018,204,7.36
Marquette,Little Brocky Lake LITTLE BROCKY LAKE (48N 28W 05),LITTLE BROCKY LAKE            ,48N,28W,5,Rainbow trout,Eagle Lake,2019,224,7.24
Marquette,Little Lake LITTLE LAKE (45N 24W 20),LITTLE LAKE                   ,45N,24W,20,Walleye,Bay De Noc,2013,7740,2.05
Marquette,Little Lake LITTLE LAKE (45N 24W 20),LITTLE LAKE                   ,45N,24W,20,Walleye,Bay De Noc,2013,3985,2.05
Marquette,Little Lake LITTLE LAKE (45N 24W 20),LITTLE LAKE                   ,45N,24W,20,Walleye,Bay De Noc,2015,13620,1.67
Marquette,Little Lake LITTLE LAKE (45N 24W 20),LITTLE LAKE                   ,45N,24W,20,Walleye,Bay De Noc,2017,13300,1.7
Marquette,Little Lake LITTLE LAKE (45N 24W 20),LITTLE LAKE                   ,45N,24W,20,Walleye,Bay De Noc,2019,13710,1.2
Marquette,Little Lake LITTLE LAKE (45N 24W 20),LITTLE LAKE                   ,45N,24W,20,Walleye,Bay De Noc,2021,12137,2.12
Marquette,Little Lake LITTLE LAKE (45N 24W 20),LITTLE LAKE                   ,45N,24W,20,Walleye,Bay De Noc,2021,1508,2.23
