County,Water Body,Site Name,Town,Range,Section,Species,Strain,Date,Number,Avg. Length
Alcona,Alcona Dam Pond COUNTY PARK (25N 05E 11),COUNTY PARK                   ,25N,05E,11,Walleye,Muskegon,2013,29306,2.1
Alcona,Alcona Dam Pond COUNTY PARK (25N 05E 11),COUNTY PARK                   ,25N,05E,11,Walleye,Muskegon,2015,27537,1.5
Alcona,Au Sable River - Mio to Alcona reach FR4842-Alcona Rest (26N 05E 19),FR4842-Alcona Rest,26N,05E,19,Brown trout,Sturgeon River,2016,6000,4.58
Alcona,Au Sable River - Mio to Alcona reach FR4842-Alcona Rest (26N 05E 19),FR4842-Alcona Rest,26N,05E,19,Brown trout,Sturgeon River,2017,6000,4.87
Alcona,Au Sable River - Mio to Alcona reach FR4842-Alcona Rest (26N 05E 19),FR4842-Alcona Rest,26N,05E,19,Brown trout,Sturgeon River,2018,6000,5.24
Alcona,Au Sable River - Mio to Alcona reach FR4842-Alcona Rest (26N 05E 19),FR4842-Alcona Rest,26N,05E,19,Brown trout,Sturgeon River,2020,6600,4.09
Alcona,Au Sable River - Mio to Alcona reach FR4842-Alcona Rest (26N 05E 19),FR4842-Alcona Rest,26N,05E,19,Brown trout,Sturgeon River,2021,5998,4.44
Alcona,Au Sable River - Mio to Alcona reach FR4842-Alcona Rest (26N 05E 19),FR4842-Alcona Rest,26N,05E,19,Brown trout,Sturgeon River,2022,6000,4.91
Alcona,Au Sable River - Mio to Alcona reach FR4842-Alcona Rest (26N 05E 19),FR4842-Alcona Rest,26N,05E,19,Rainbow trout,Eagle Lake,2016,3000,6.57
Alcona,Au Sable River - Mio to Alcona reach FR4842-Alcona Rest (26N 05E 19),FR4842-Alcona Rest,26N,05E,19,Rainbow trout,Eagle Lake,2017,4200,6.97
Alcona,Au Sable River - Mio to Alcona reach FR4842-Alcona Rest (26N 05E 19),FR4842-Alcona Rest,26N,05E,19,Rainbow trout,Eagle Lake,2018,3200,6.89
Alcona,Au Sable River - Mio to Alcona reach FR4842-Alcona Rest (26N 05E 19),FR4842-Alcona Rest,26N,05E,19,Rainbow trout,Eagle Lake,2020,3100,7.56
Alcona,Au Sable River - Mio to Alcona reach FR4842-Alcona Rest (26N 05E 19),FR4842-Alcona Rest,26N,05E,19,Rainbow trout,Eagle Lake,2021,3000,8.17
Alcona,Au Sable River - Mio to Alcona reach FR4842-Alcona Rest (26N 05E 19),FR4842-Alcona Rest,26N,05E,19,Rainbow trout,Eagle Lake,2022,3000,7.56
Alcona,Au Sable River 4001 BRIDGE (26N 05E 28),4001 BRIDGE                   ,26N,05E,28,Brown trout,Sturgeon River,2012,5998,4.6
Alcona,Au Sable River 4001 BRIDGE (26N 05E 28),4001 BRIDGE                   ,26N,05E,28,Brown trout,Sturgeon River,2013,5998,4.53
Alcona,Au Sable River 4001 BRIDGE (26N 05E 28),4001 BRIDGE                   ,26N,05E,28,Brown trout,Sturgeon River,2014,6000,5.04
Alcona,Au Sable River 4001 BRIDGE (26N 05E 28),4001 BRIDGE                   ,26N,05E,28,Brown trout,Sturgeon River,2015,12001,4.45
Alcona,Au Sable River 4001 BRIDGE (26N 05E 28),4001 BRIDGE                   ,26N,05E,28,Brown trout,Sturgeon River,2016,6000,4.58
Alcona,Au Sable River 4001 BRIDGE (26N 05E 28),4001 BRIDGE                   ,26N,05E,28,Brown trout,Sturgeon River,2017,6000,4.89
Alcona,Au Sable River 4001 BRIDGE (26N 05E 28),4001 BRIDGE                   ,26N,05E,28,Brown trout,Sturgeon River,2018,6000,5.24
Alcona,Au Sable River 4001 BRIDGE (26N 05E 28),4001 BRIDGE                   ,26N,05E,28,Brown trout,Sturgeon River,2019,6000,4.98
Alcona,Au Sable River 4001 BRIDGE (26N 05E 28),4001 BRIDGE                   ,26N,05E,28,Brown trout,Sturgeon River,2020,6000,4.63
Alcona,Au Sable River 4001 BRIDGE (26N 05E 28),4001 BRIDGE                   ,26N,05E,28,Brown trout,Sturgeon River,2021,6000,4.44
Alcona,Au Sable River 4001 BRIDGE (26N 05E 28),4001 BRIDGE                   ,26N,05E,28,Brown trout,Sturgeon River,2022,6000,4.91
Alcona,Au Sable River 4001 BRIDGE (26N 05E 28),4001 BRIDGE                   ,26N,05E,28,Brown trout,Wild Rose,2012,6000,6.98
Alcona,Au Sable River 4001 BRIDGE (26N 05E 28),4001 BRIDGE                   ,26N,05E,28,Brown trout,Wild Rose,2013,6000,6.55
Alcona,Au Sable River 4001 BRIDGE (26N 05E 28),4001 BRIDGE                   ,26N,05E,28,Brown trout,Wild Rose,2014,5580,7.68
Alcona,Au Sable River 4001 BRIDGE (26N 05E 28),4001 BRIDGE                   ,26N,05E,28,Rainbow trout,Eagle Lake,2012,12000,7.2
Alcona,Au Sable River 4001 BRIDGE (26N 05E 28),4001 BRIDGE                   ,26N,05E,28,Rainbow trout,Eagle Lake,2013,12200,7.13
Alcona,Au Sable River 4001 BRIDGE (26N 05E 28),4001 BRIDGE                   ,26N,05E,28,Rainbow trout,Eagle Lake,2014,12400,6.89
Alcona,Au Sable River 4001 BRIDGE (26N 05E 28),4001 BRIDGE                   ,26N,05E,28,Rainbow trout,Eagle Lake,2015,13200,6.5
Alcona,Au Sable River 4001 BRIDGE (26N 05E 28),4001 BRIDGE                   ,26N,05E,28,Rainbow trout,Eagle Lake,2016,3000,6.57
Alcona,Au Sable River 4001 BRIDGE (26N 05E 28),4001 BRIDGE                   ,26N,05E,28,Rainbow trout,Eagle Lake,2017,4200,7.2
Alcona,Au Sable River 4001 BRIDGE (26N 05E 28),4001 BRIDGE                   ,26N,05E,28,Rainbow trout,Eagle Lake,2018,3200,6.89
Alcona,Au Sable River 4001 BRIDGE (26N 05E 28),4001 BRIDGE                   ,26N,05E,28,Rainbow trout,Eagle Lake,2019,3300,7.28
Alcona,Au Sable River 4001 BRIDGE (26N 05E 28),4001 BRIDGE                   ,26N,05E,28,Rainbow trout,Eagle Lake,2020,3100,7.56
Alcona,Au Sable River 4001 BRIDGE (26N 05E 28),4001 BRIDGE                   ,26N,05E,28,Rainbow trout,Eagle Lake,2021,3000,8.17
Alcona,Au Sable River 4001 BRIDGE (26N 05E 28),4001 BRIDGE                   ,26N,05E,28,Rainbow trout,Eagle Lake,2022,3000,7.4
Alcona,Au Sable River BAMFIELD ROAD BRIDGE (25N 05E 14),BAMFIELD ROAD BRIDGE          ,25N,05E,14,Brown trout,Gilchrist Creek,2012,7420,4.2
Alcona,Au Sable River BAMFIELD ROAD BRIDGE (25N 05E 14),BAMFIELD ROAD BRIDGE          ,25N,05E,14,Brown trout,Gilchrist Creek,2013,6700,4.75
Alcona,Au Sable River BAMFIELD ROAD BRIDGE (25N 05E 14),BAMFIELD ROAD BRIDGE          ,25N,05E,14,Brown trout,Gilchrist Creek,2014,5500,5.29
Alcona,Au Sable River BAMFIELD ROAD BRIDGE (25N 05E 14),BAMFIELD ROAD BRIDGE          ,25N,05E,14,Brown trout,Gilchrist Creek,2015,6050,5.38
Alcona,Au Sable River BAMFIELD ROAD BRIDGE (25N 05E 14),BAMFIELD ROAD BRIDGE          ,25N,05E,14,Brown trout,Gilchrist Creek,2016,5000,4.72
Alcona,Au Sable River BAMFIELD ROAD BRIDGE (25N 05E 14),BAMFIELD ROAD BRIDGE          ,25N,05E,14,Brown trout,Gilchrist Creek,2017,5700,5.33
Alcona,Au Sable River BAMFIELD ROAD BRIDGE (25N 05E 14),BAMFIELD ROAD BRIDGE          ,25N,05E,14,Brown trout,Gilchrist Creek,2018,6050,5
Alcona,Au Sable River BAMFIELD ROAD BRIDGE (25N 05E 14),BAMFIELD ROAD BRIDGE          ,25N,05E,14,Brown trout,Gilchrist Creek,2019,5500,4.88
Alcona,Au Sable River BAMFIELD ROAD BRIDGE (25N 05E 14),BAMFIELD ROAD BRIDGE          ,25N,05E,14,Brown trout,Sturgeon River,2021,5894,4.53
Alcona,Au Sable River BAMFIELD ROAD BRIDGE (25N 05E 14),BAMFIELD ROAD BRIDGE          ,25N,05E,14,Brown trout,Sturgeon River,2022,5500,4.45
Alcona,Au Sable River BAMFIELD ROAD BRIDGE (25N 05E 14),BAMFIELD ROAD BRIDGE          ,25N,05E,14,Brown trout,Wild Rose,2020,6050,7.36
Alcona,Au Sable River BAMFIELD ROAD BRIDGE (25N 05E 14),BAMFIELD ROAD BRIDGE          ,25N,05E,14,Rainbow trout,Eagle Lake,2012,3200,7.2
Alcona,Au Sable River BAMFIELD ROAD BRIDGE (25N 05E 14),BAMFIELD ROAD BRIDGE          ,25N,05E,14,Rainbow trout,Eagle Lake,2012,3200,7.05
Alcona,Au Sable River BAMFIELD ROAD BRIDGE (25N 05E 14),BAMFIELD ROAD BRIDGE          ,25N,05E,14,Rainbow trout,Eagle Lake,2013,6500,7.13
Alcona,Au Sable River BAMFIELD ROAD BRIDGE (25N 05E 14),BAMFIELD ROAD BRIDGE          ,25N,05E,14,Rainbow trout,Eagle Lake,2014,6600,6.89
Alcona,Au Sable River BAMFIELD ROAD BRIDGE (25N 05E 14),BAMFIELD ROAD BRIDGE          ,25N,05E,14,Rainbow trout,Eagle Lake,2015,5700,6.5
Alcona,Au Sable River BAMFIELD ROAD BRIDGE (25N 05E 14),BAMFIELD ROAD BRIDGE          ,25N,05E,14,Rainbow trout,Eagle Lake,2016,5500,6.57
Alcona,Au Sable River BAMFIELD ROAD BRIDGE (25N 05E 14),BAMFIELD ROAD BRIDGE          ,25N,05E,14,Rainbow trout,Eagle Lake,2017,6050,7.2
Alcona,Au Sable River BAMFIELD ROAD BRIDGE (25N 05E 14),BAMFIELD ROAD BRIDGE          ,25N,05E,14,Rainbow trout,Eagle Lake,2018,5900,6.89
Alcona,Au Sable River BAMFIELD ROAD BRIDGE (25N 05E 14),BAMFIELD ROAD BRIDGE          ,25N,05E,14,Rainbow trout,Eagle Lake,2019,6050,7.28
Alcona,Au Sable River BAMFIELD ROAD BRIDGE (25N 05E 14),BAMFIELD ROAD BRIDGE          ,25N,05E,14,Rainbow trout,Eagle Lake,2020,5300,7.72
Alcona,Au Sable River BAMFIELD ROAD BRIDGE (25N 05E 14),BAMFIELD ROAD BRIDGE          ,25N,05E,14,Rainbow trout,Eagle Lake,2021,5500,8.17
Alcona,Au Sable River BAMFIELD ROAD BRIDGE (25N 05E 14),BAMFIELD ROAD BRIDGE          ,25N,05E,14,Rainbow trout,Eagle Lake,2022,5500,7.56
Alcona,Badger Lake Badger Lake (28N 08E 35),Badger Lake,28N,08E,35,Black crappie,,2012,2500,5
Alcona,Badger Lake Badger Lake (28N 08E 35),Badger Lake,28N,08E,35,Black crappie,,2013,1000,5
Alcona,Badger Lake Badger Lake (28N 08E 35),Badger Lake,28N,08E,35,Black crappie,,2014,1500,4
Alcona,Badger Lake Badger Lake (28N 08E 35),Badger Lake,28N,08E,35,Black crappie,,2015,1000,5
Alcona,Badger Lake Badger Lake (28N 08E 35),Badger Lake,28N,08E,35,Bluegill,,2015,125,5
Alcona,Badger Lake Badger Lake (28N 08E 35),Badger Lake,28N,08E,35,Fathead minnow,,2012,72000,1.5
Alcona,Badger Lake Badger Lake (28N 08E 35),Badger Lake,28N,08E,35,Fathead minnow,,2013,72000,2
Alcona,Badger Lake Badger Lake (28N 08E 35),Badger Lake,28N,08E,35,Fathead minnow,,2014,36000,2
Alcona,Badger Lake Badger Lake (28N 08E 35),Badger Lake,28N,08E,35,Fathead minnow,,2015,72000,2.5
Alcona,Badger Lake Badger Lake (28N 08E 35),Badger Lake,28N,08E,35,Walleye,,2013,500,8
Alcona,Badger Lake Badger Lake (28N 08E 35),Badger Lake,28N,08E,35,Walleye,,2013,2500,5
Alcona,Badger Lake Badger Lake (28N 08E 35),Badger Lake,28N,08E,35,Walleye,,2014,150,6
Alcona,Badger Lake Badger Lake (28N 08E 35),Badger Lake,28N,08E,35,Walleye,,2015,3000,7
Alcona,Badger Lake Badger Lake (28N 08E 35),Badger Lake,28N,08E,35,Yellow Perch,,2014,500,5
Alcona,Bear Lake Bear Lake (28N 08E 29),Bear Lake,28N,08E,29,Bluegill,,2014,1500,5
Alcona,Bear Lake Bear Lake (28N 08E 29),Bear Lake,28N,08E,29,Rainbow trout,,2014,470,14
Alcona,Black River US-23 BRIDGE (28N 09E 34),US-23 BRIDGE                  ,28N,09E,34,Rainbow trout,,2014,20,11
Alcona,Brownlee Lake BROWNLEE LAKE (27N 08E 36),BROWNLEE LAKE                 ,27N,08E,36,Bluegill,,2014,2500,1.08
Alcona,Brownlee Lake BROWNLEE LAKE (27N 08E 36),BROWNLEE LAKE                 ,27N,08E,36,Bluegill,,2017,1500,4.5
Alcona,Brownlee Lake BROWNLEE LAKE (27N 08E 36),BROWNLEE LAKE                 ,27N,08E,36,Hybrid Sunfish,Hybrid,2015,2000,4
Alcona,Brownlee Lake BROWNLEE LAKE (27N 08E 36),BROWNLEE LAKE                 ,27N,08E,36,Yellow Perch,,2016,1000,6
Alcona,Brownlee Lake BROWNLEE LAKE (27N 08E 36),BROWNLEE LAKE                 ,27N,08E,36,Yellow Perch,,2020,1000,3.5
Alcona,Bucks Pond Bucks Pond (27N 06E 27),Bucks Pond,27N,06E,27,Black crappie,,2012,150,6
Alcona,Bucks Pond Bucks Pond (27N 06E 27),Bucks Pond,27N,06E,27,Fathead minnow,,2013,24000,2
Alcona,Bucks Pond Bucks Pond (27N 06E 27),Bucks Pond,27N,06E,27,Fathead minnow,,2015,24000,2
Alcona,Bucks Pond Bucks Pond (27N 06E 27),Bucks Pond,27N,06E,27,Largemouth bass,,2012,100,6
Alcona,Bucks Pond Bucks Pond (27N 06E 27),Bucks Pond,27N,06E,27,Largemouth bass,,2013,200,6
Alcona,Bucks Pond Bucks Pond (27N 06E 27),Bucks Pond,27N,06E,27,Largemouth bass,,2015,190,6
Alcona,Cedar Lake CEDAR LAKE (25N 09E 15),CEDAR LAKE                    ,25N,09E,15,Redear sunfish,,2012,760,4
Alcona,Cedar Lake CEDAR LAKE (25N 09E 15),CEDAR LAKE                    ,25N,09E,15,Redear sunfish,,2014,2500,3.5
Alcona,Cedar Lake CEDAR LAKE (25N 09E 15),CEDAR LAKE                    ,25N,09E,15,Redear sunfish,,2016,4170,3.5
Alcona,Cedar Lake CEDAR LAKE (25N 09E 15),CEDAR LAKE                    ,25N,09E,15,Walleye,Muskegon,2016,53919,1.95
Alcona,Cedar Lake CEDAR LAKE (25N 09E 15),CEDAR LAKE                    ,25N,09E,15,Walleye,Muskegon,2021,58529,1.5
Alcona,Comstock Creek Bucks Pond (27N 06E 27),Bucks Pond,27N,06E,27,Fathead minnow,,2014,24000,2
Alcona,Comstock Creek Bucks Pond (27N 06E 27),Bucks Pond,27N,06E,27,Largemouth bass,,2014,200,6
Alcona,Deer Lake Deer Lake (28N 08E 33),Deer Lake,28N,08E,33,Black crappie,,2014,500,4
Alcona,Deer Lake Deer Lake (28N 08E 33),Deer Lake,28N,08E,33,Bluegill,,2014,500,5
Alcona,Deer Lake Deer Lake (28N 08E 33),Deer Lake,28N,08E,33,Walleye,,2014,150,6
Alcona,Jewell Lake JEWELL LAKE (26N 07E 04),JEWELL LAKE                   ,26N,07E,4,Black crappie,,2015,2000,5
Alcona,Jewell Lake JEWELL LAKE (26N 07E 04),JEWELL LAKE                   ,26N,07E,4,Black crappie,,2020,3200,4
Alcona,Jewell Lake JEWELL LAKE (26N 07E 04),JEWELL LAKE                   ,26N,07E,4,Yellow Perch,,2015,1000,6
Alcona,Lake Huron HARRISVILLE HARBOR (26N 09E 12),HARRISVILLE HARBOR            ,26N,09E,12,Rainbow trout,Michigan,2012,6849,8.31
Alcona,Lake Huron HARRISVILLE HARBOR (26N 09E 12),HARRISVILLE HARBOR            ,26N,09E,12,Rainbow trout,Michigan,2012,6844,8.31
Alcona,Lake Huron HARRISVILLE HARBOR (26N 09E 12),HARRISVILLE HARBOR            ,26N,09E,12,Rainbow trout,Michigan,2013,12911,7.4
Alcona,Lake Huron HARRISVILLE HARBOR (26N 09E 12),HARRISVILLE HARBOR            ,26N,09E,12,Rainbow trout,Michigan,2014,15396,7.28
Alcona,Lake Huron HARRISVILLE HARBOR (26N 09E 12),HARRISVILLE HARBOR            ,26N,09E,12,Rainbow trout,Michigan,2015,29999,7.4
Alcona,Lake Huron HARRISVILLE HARBOR (26N 09E 12),HARRISVILLE HARBOR            ,26N,09E,12,Rainbow trout,Michigan,2016,9999,7.99
Alcona,Lake Huron HARRISVILLE HARBOR (26N 09E 12),HARRISVILLE HARBOR            ,26N,09E,12,Rainbow trout,Michigan,2017,10100,8.27
Alcona,Lake Huron HARRISVILLE HARBOR (26N 09E 12),HARRISVILLE HARBOR            ,26N,09E,12,Rainbow trout,Michigan,2018,8845,7.28
Alcona,Lake Huron HARRISVILLE HARBOR (26N 09E 12),HARRISVILLE HARBOR            ,26N,09E,12,Rainbow trout,Michigan,2018,1650,7.8
Alcona,Lake Huron HARRISVILLE HARBOR (26N 09E 12),HARRISVILLE HARBOR            ,26N,09E,12,Rainbow trout,Michigan,2019,9494,6.85
Alcona,Lake Huron HARRISVILLE HARBOR (26N 09E 12),HARRISVILLE HARBOR            ,26N,09E,12,Rainbow trout,Michigan,2022,9995,8.03
Alcona,Lost Lake Lost Lake (28N 08E 27),Lost Lake,28N,08E,27,Black crappie,,2014,1000,4
Alcona,McGinn Creek Crowbar Pond (28N 05E 11),Crowbar Pond,28N,05E,11,Bluegill,,2019,100,4
Alcona,McGinn Creek Crowbar Pond (28N 05E 11),Crowbar Pond,28N,05E,11,Rainbow trout,,2012,200,10
Alcona,McGinn Creek Crowbar Pond (28N 05E 11),Crowbar Pond,28N,05E,11,Rainbow trout,,2013,100,10
Alcona,McGinn Creek Crowbar Pond (28N 05E 11),Crowbar Pond,28N,05E,11,Rainbow trout,,2019,100,9
Alcona,McGinn Creek Robbs Creek (28N 05E 14),Robbs Creek,28N,05E,14,Brook trout,,2013,100,10
Alcona,Mill Creek Mill Creek (26N 09E 12),Mill Creek,26N,09E,12,Rainbow trout,Michigan,2012,14500,8.23
Alcona,Mill Creek Mill Creek (26N 09E 12),Mill Creek,26N,09E,12,Rainbow trout,Michigan,2013,14991,7.52
Alcona,Mill Creek Mill Creek (26N 09E 12),Mill Creek,26N,09E,12,Rainbow trout,Michigan,2014,14975,7.13
Alcona,Mill Creek Pond MILL CREEK POND (26N 09E 12),MILL CREEK POND               ,26N,09E,12,Brook trout,,2021,100,11
Alcona,Mill Creek Pond MILL CREEK POND (26N 09E 12),MILL CREEK POND               ,26N,09E,12,Brook trout,,2021,100,11
Alcona,Mill Creek Pond MILL CREEK POND (26N 09E 12),MILL CREEK POND               ,26N,09E,12,Brown trout,Gilchrist Creek,2016,15,14.84
Alcona,Mill Creek Pond MILL CREEK POND (26N 09E 12),MILL CREEK POND               ,26N,09E,12,Brown trout,Gilchrist Creek,2019,25,15.94
Alcona,Mill Creek Pond MILL CREEK POND (26N 09E 12),MILL CREEK POND               ,26N,09E,12,Brown trout,Sturgeon River,2016,50,11.77
Alcona,Mill Creek Pond MILL CREEK POND (26N 09E 12),MILL CREEK POND               ,26N,09E,12,Brown trout,Wild Rose,2018,50,16.34
Alcona,Mill Creek Pond MILL CREEK POND (26N 09E 12),MILL CREEK POND               ,26N,09E,12,Brown trout,Wild Rose,2019,25,18.54
Alcona,O'Brien Lake OBRIEN LAKE (26N 05E 18),OBRIEN LAKE                   ,26N,05E,18,Brown trout,Gilchrist Creek,2013,600,4.75
Alcona,O'Brien Lake OBRIEN LAKE (26N 05E 18),OBRIEN LAKE                   ,26N,05E,18,Brown trout,Gilchrist Creek,2014,500,5.29
Alcona,O'Brien Lake OBRIEN LAKE (26N 05E 18),OBRIEN LAKE                   ,26N,05E,18,Brown trout,Wild Rose,2012,636,7.1
Alcona,O'Brien Lake OBRIEN LAKE (26N 05E 18),OBRIEN LAKE                   ,26N,05E,18,Brown trout,Wild Rose,2015,501,7.36
Alcona,O'Brien Lake OBRIEN LAKE (26N 05E 18),OBRIEN LAKE                   ,26N,05E,18,Brown trout,Wild Rose,2016,494,7.6
Alcona,O'Brien Lake OBRIEN LAKE (26N 05E 18),OBRIEN LAKE                   ,26N,05E,18,Rainbow trout,Eagle Lake,2012,550,6.38
Alcona,O'Brien Lake OBRIEN LAKE (26N 05E 18),OBRIEN LAKE                   ,26N,05E,18,Rainbow trout,Eagle Lake,2013,550,6.97
Alcona,O'Brien Lake OBRIEN LAKE (26N 05E 18),OBRIEN LAKE                   ,26N,05E,18,Rainbow trout,Eagle Lake,2014,532,7.2
Alcona,O'Brien Lake OBRIEN LAKE (26N 05E 18),OBRIEN LAKE                   ,26N,05E,18,Rainbow trout,Eagle Lake,2015,500,6.42
Alcona,O'Brien Lake OBRIEN LAKE (26N 05E 18),OBRIEN LAKE                   ,26N,05E,18,Rainbow trout,Eagle Lake,2016,500,6.57
Alcona,Reid Lake REID LAKE (26N 06E 14),REID LAKE                     ,26N,06E,14,Brown trout,Wild Rose,2017,643,7.56
Alcona,Reid Lake REID LAKE (26N 06E 14),REID LAKE                     ,26N,06E,14,Brown trout,Wild Rose,2018,650,7.17
Alcona,Reid Lake REID LAKE (26N 06E 14),REID LAKE                     ,26N,06E,14,Brown trout,Wild Rose,2019,649,7.52
Alcona,Reid Lake REID LAKE (26N 06E 14),REID LAKE                     ,26N,06E,14,Brown trout,Wild Rose,2021,605,7.64
Alcona,Reid Lake REID LAKE (26N 06E 14),REID LAKE                     ,26N,06E,14,Brown trout,Wild Rose,2022,650,6.97
Alcona,Reid Lake REID LAKE (26N 06E 14),REID LAKE                     ,26N,06E,14,Rainbow trout,Eagle Lake,2012,1300,6.38
Alcona,Reid Lake REID LAKE (26N 06E 14),REID LAKE                     ,26N,06E,14,Rainbow trout,Eagle Lake,2013,1300,6.97
Alcona,Reid Lake REID LAKE (26N 06E 14),REID LAKE                     ,26N,06E,14,Rainbow trout,Eagle Lake,2014,1235,7.13
Alcona,Reid Lake REID LAKE (26N 06E 14),REID LAKE                     ,26N,06E,14,Rainbow trout,Eagle Lake,2015,1400,6.42
Alcona,Reid Lake REID LAKE (26N 06E 14),REID LAKE                     ,26N,06E,14,Rainbow trout,Eagle Lake,2021,585,7.28
Alcona,Reid Lake REID LAKE (26N 06E 14),REID LAKE                     ,26N,06E,14,Rainbow trout,Michigan,2016,1250,7.87
Alcona,Reid Lake REID LAKE (26N 06E 14),REID LAKE                     ,26N,06E,14,Rainbow trout,Michigan,2017,650,8.46
Alcona,Reid Lake REID LAKE (26N 06E 14),REID LAKE                     ,26N,06E,14,Rainbow trout,Michigan,2018,650,7.48
Alcona,Reid Lake REID LAKE (26N 06E 14),REID LAKE                     ,26N,06E,14,Rainbow trout,Michigan,2019,650,7.09
Alcona,Reid Lake REID LAKE (26N 06E 14),REID LAKE                     ,26N,06E,14,Rainbow trout,Michigan,2022,649,7.68
Alcona,South Hoist Lake SOUTH HOIST LAKE (26N 05E 13),SOUTH HOIST LAKE              ,26N,05E,13,Rainbow trout,Eagle Lake,2012,300,6.38
Alcona,South Hoist Lake SOUTH HOIST LAKE (26N 05E 13),SOUTH HOIST LAKE              ,26N,05E,13,Rainbow trout,Eagle Lake,2013,310,6.97
Alcona,South Hoist Lake SOUTH HOIST LAKE (26N 05E 13),SOUTH HOIST LAKE              ,26N,05E,13,Rainbow trout,Eagle Lake,2014,295,7.13
Alcona,South Hoist Lake SOUTH HOIST LAKE (26N 05E 13),SOUTH HOIST LAKE              ,26N,05E,13,Rainbow trout,Eagle Lake,2015,320,6.42
Alcona,South Hoist Lake SOUTH HOIST LAKE (26N 05E 13),SOUTH HOIST LAKE              ,26N,05E,13,Rainbow trout,Eagle Lake,2021,270,8.31
Alcona,South Hoist Lake SOUTH HOIST LAKE (26N 05E 13),SOUTH HOIST LAKE              ,26N,05E,13,Rainbow trout,Michigan,2016,280,7.87
Alcona,South Hoist Lake SOUTH HOIST LAKE (26N 05E 13),SOUTH HOIST LAKE              ,26N,05E,13,Rainbow trout,Michigan,2017,300,8.46
Alcona,South Hoist Lake SOUTH HOIST LAKE (26N 05E 13),SOUTH HOIST LAKE              ,26N,05E,13,Rainbow trout,Michigan,2018,298,7.48
Alcona,South Hoist Lake SOUTH HOIST LAKE (26N 05E 13),SOUTH HOIST LAKE              ,26N,05E,13,Rainbow trout,Michigan,2019,300,7.09
Alcona,South Hoist Lake SOUTH HOIST LAKE (26N 05E 13),SOUTH HOIST LAKE              ,26N,05E,13,Rainbow trout,Michigan,2022,299,7.68
Alcona,Vaughn Lake VAUGHN LAKE (25N 06E 28),VAUGHN LAKE                   ,25N,06E,28,Walleye,Muskegon,2013,17631,2.1
Alcona,Vaughn Lake VAUGHN LAKE (25N 06E 28),VAUGHN LAKE                   ,25N,06E,28,Walleye,Muskegon,2015,9357,1.5
Alcona,Vaughn Lake VAUGHN LAKE (25N 06E 28),VAUGHN LAKE                   ,25N,06E,28,Walleye,Muskegon,2017,12690,1.5
Alger,Ackerman Lake ACKERMAN LAKE (45N 20W 03),ACKERMAN LAKE                 ,45N,20W,3,Rainbow trout,Eagle Lake,2012,749,6.5
Alger,Ackerman Lake ACKERMAN LAKE (45N 20W 03),ACKERMAN LAKE                 ,45N,20W,3,Rainbow trout,Eagle Lake,2013,800,7.05
Alger,Ackerman Lake ACKERMAN LAKE (45N 20W 03),ACKERMAN LAKE                 ,45N,20W,3,Rainbow trout,Eagle Lake,2014,675,7.17
Alger,Ackerman Lake ACKERMAN LAKE (45N 20W 03),ACKERMAN LAKE                 ,45N,20W,3,Rainbow trout,Eagle Lake,2015,800,6.46
Alger,Ackerman Lake ACKERMAN LAKE (45N 20W 03),ACKERMAN LAKE                 ,45N,20W,3,Rainbow trout,Eagle Lake,2016,748,6.14
Alger,Ackerman Lake ACKERMAN LAKE (45N 20W 03),ACKERMAN LAKE                 ,45N,20W,3,Rainbow trout,Eagle Lake,2017,800,7.17
Alger,Ackerman Lake ACKERMAN LAKE (45N 20W 03),ACKERMAN LAKE                 ,45N,20W,3,Rainbow trout,Eagle Lake,2018,1900,7.24
Alger,Ackerman Lake ACKERMAN LAKE (45N 20W 03),ACKERMAN LAKE                 ,45N,20W,3,Rainbow trout,Eagle Lake,2019,800,7.32
Alger,Ackerman Lake ACKERMAN LAKE (45N 20W 03),ACKERMAN LAKE                 ,45N,20W,3,Rainbow trout,Eagle Lake,2020,720,7.52
Alger,Ackerman Lake ACKERMAN LAKE (45N 20W 03),ACKERMAN LAKE                 ,45N,20W,3,Rainbow trout,Eagle Lake,2021,748,8.23
Alger,Ackerman Lake ACKERMAN LAKE (45N 20W 03),ACKERMAN LAKE                 ,45N,20W,3,Rainbow trout,Eagle Lake,2022,750,7.76
Alger,Addis Lakes (Ponds) ADDIS LAKE (46N 20W 33),ADDIS LAKE                    ,46N,20W,33,Brook trout,Assinica,2012,1498,2.09
Alger,Addis Lakes (Ponds) ADDIS LAKE (46N 20W 33),ADDIS LAKE                    ,46N,20W,33,Brook trout,Assinica,2013,1499,0.87
Alger,Addis Lakes (Ponds) ADDIS LAKE (46N 20W 33),ADDIS LAKE                    ,46N,20W,33,Brook trout,Assinica,2014,1498,2.4
Alger,Addis Lakes (Ponds) ADDIS LAKE (46N 20W 33),ADDIS LAKE                    ,46N,20W,33,Brook trout,Assinica,2015,1500,2.48
Alger,Addis Lakes (Ponds) ADDIS LAKE (46N 20W 33),ADDIS LAKE                    ,46N,20W,33,Brook trout,Assinica,2016,1499,2.17
Alger,Addis Lakes (Ponds) ADDIS LAKE (46N 20W 33),ADDIS LAKE                    ,46N,20W,33,Brook trout,Assinica,2017,1497,2.24
Alger,Addis Lakes (Ponds) ADDIS LAKE (46N 20W 33),ADDIS LAKE                    ,46N,20W,33,Brook trout,Assinica,2018,1493,2.36
